BUSINESS_NAME,RATING,REVIEW_TEXT
Yum Mee Garden,5,everything here is first rate.
Fat Baby,5,love their food. service and food  has gotten better with time. been their customer since 3 plus years. and yeah good hours. open till 10!
Zo Greek Cuisine,4,excellent food and cocktails!
Casa Razdora,5,great vegan foodnice place!
Mastro's Ocean Club,5,"came before the dinner rush between 56pm. quiet with maybe 3 other tables. the parma pizza prosciutto, arugula was alright. tastes like normal thin crust with prosciutto and salad on top. the carbonara con riccio di mare uni, imported spaghetti, pancetta was too salty. the uni wasnt incorporated properly, which made the uni seem like it was a garnish. had another pasta dish that was well balanced fava beans, pesto, gemelli."
Maxs Deli Cafe,3,"delicious new orleansstyle food! the staff is very friendly and nice, which made the experience that much better. the entrees might seem expensive, but the plates are huge and good to share! definitely recommend!"
Doughboy Donuts & Deli,4,every time ive eaten here ive been surprised by the quality.
Viva Burrito,4,"this store was recently renovated. but the food quality is horrible.i get the chicken strips. usually large and juicy. today, they were flat 14 inch slices that were over cooked and tough. the corn was lacking any seasoning and butter. just dry kernels."
The Upper Crust Pizzeria,3,good selection of oysters...the atmosphere was very yuppie
O Ya,4,delicious italian food and cocktails
Al Dente Ristorante,4,"touristy and overpriced,  but its a must!"
Sweet Cheeks Q,5,really big servings and pretty cheap
Mother Anna's Boston-North End,2,food was great. manager was observed being very disrespectful to another employee  in front of many customers.
anoush'ella,5,nice  simple restaurant grill. bu are pretty good.
Boston Pizza Company,4,exceptional food and service
Upham's House Of Pizza,5,over expensive food just alright
Hot Pot Buffet,4,"dont go expecting it to look like the showi didnt, not even the bar they advertised as set bar.  food was alright"
Bristol Restaurant and Bar,5,translated by google extraordinaryoriginalextraordinario
Ostra,5,good coffee
El jardín Restaurant & Bakery,1,delicious food and great sake selection!
Fromage Wine Bar and Restaurant,5,"one of my favorite bars in boston... upscale and pricey, but well appointed with a great selection of drinks"
Sarku Japan,5,it was finger licking good...
Viva Burrito,4,fantastic bread bowl and lobster sandwiches
Country Kitchen,5,great atmospherefantastic decorphenomenal small bitesamazing dessert... go for the affogatoonly disappointment.... no black sambuca
Pete's Dockside,4,if you dont want to pay for fogo great place thats more local too
The Chateau Restaurant Norwood,5,its okay but lve had better food at lower price
Lolita Back Bay,5,roast octopus appetizer was very good.homemade spaghetti with little neck clams just right. nice wine choices and fair prices.
Doughboy Donuts & Deli,5,great place! not all that pricey!
City Bar Westin Waterfront,4,great place good food oldest operating restaurant in the country
Lolita Back Bay,5,there combo plates feed two people. lots a food.
Comella's Restaurants West Roxbury,4,"the whiskey burger is really good.  juicy angus beef just perfectly made. fries is the best!  very friendly staff.its a good idea to keep the seasoning light so customers can choose sauce by their own.a young place for young people, i would say."
Warehouse Bar & Grille,5,good food and serbice
The Mission Bar & Grill,4,its good but overrated.
Legal Sea Foods - Downtown Crossing,1,love this power bowl 
Sultan's Kitchen,1,good for doughnut and coffee. nice atmosphere.
J. Pace & Son,5,great classic atmosphere on the deck outside. food is generally good but not fancy.
Chuck E. Cheese,3,five stars all around for take out or eat in burgers and dogs. half and half fries and onion rings are perfect for you and your date. did you want to go to the diner in pulp fiction? imagine yourself there.
Chutneys Boston,3,went here for a work party. great open patio space that oversees the harbor and doesnt smell of sea. good appetizers and wines
Guira y Tambora,5,"shake shack is always delicious. had the double shack, fries, and salted caramel shake. 1010 would reccomend."
Woody's Pizza,5,always a favorite
Woody's Pizza,4,"not quite reginas, but still delicious! really like the crust. service is good."
Sapore Ristorante & Bar,5,indescribable...phenomenal...awesome
Sweet Rice Charlestown Thai Sushi,4,always a great meal.   service is consistently  good.
Crazy Stone,5,always worth the stop. love this place. you can roll in on your way to a red sox game. meet friends for happy hour. or come for a special meal. never been disappointed.
2TWENTY2,3,great food and service.baked lobster and shrimps rock
Rina's Pizzeria & Cafe,4,hard fresh bagelsh
Life Alive Organic Cafe,4,luvvv this quaint spot. the coal grilled whole chicken n salad here is ammazinnngg. super friendly service too
Euno,4,staff was great and friendly. very clean restaurant.
Coco Leaf,5,"there are so many choices on the north end it was very had to decide where to go to dinner.  we chose panza based on the reviews that we were seeing and had a wonderful dinner.  panza is a small restaurant making great food, so my number one recommendation is to make a reservation.the food here is definitely a treat, cooked in traditional italian style and in perfect proportions.  we started out the night with the bruschetta.  the combination of the fresh tomatoes, balsamic vinegar, and goat cheese was vert tasty.  we noticed that both restaurants we visited here served the bruschetta on two long pieces of bread instead of smaller individual portions so we had to cut it into small pieces which with the crusty bread was more of a challenge than you would think.the food came out hot, was plated attractively and tasted great.  i had the beef and veal tortellini based on the suggestion of the waiter because i was having a hard time deciding what i wanted to eat.  the tortellini were definitely hand made, were nice and big, and the beef and veal filling was flavorful.  the sauce was very yummy and there was a nice pile of sauteed mushrooms on the center of the plate.the wine and beer menu were nice and had plenty of selection.  panza was a great dining experience for us, and i would recommend it to you if you are looking for a small personal experience than some of the larger places in the community."
Soul of India,5,great bar with awesome hip hop dj.
Taco Bell,3,burgers were above average but with no fries and portions small with the meal it was not worth the price
Sbarro,4,dont speak the language ...lol
Halftime Pizza,4,"honestly a fantastic, classic italian pizza. you cannot go wrong with any order here.fair warning, it gets crowded here fast, and there is very little space to wait inside. the line forms outside on the sidewalk, and gets quite long very fast. for best luck to get in without a wait ive had to get here within 30 minutes of opening.even with a wait, i think the pizza is well worth it."
Pauli's,5,one of the few places you can get real polish food!
Dick's,5,"i cant see them staying in business sadly . awful service! no management on site, very limited menu, staff arguing with each other the entire night."
Boston Pita Cafe,5,big sandwich
DaCoopas Pizza,3,very low key and casual small bar. the finger foods are good though and the service is good.
Legal Test Kitchen,5,such clean and tasty seafood....one heck of a lobster roll.
Pho Viet’s,5,"so so so so good!!! food came out fast! service was okay. felt like we were waiting a while for checks, water refills, etc. being from the south something ive noticed about boston chinese places in general is they do not serve rice with their meals. i got the red sox roll, highly recommend!!! we also got steamed pot stickers, ponzu sauce was not my preference so used sweet chili sauce for dipping instead. for meals, got general geau which was also delicious."
Guira y Tambora,5,this place has a great vibe and a pretty nice beer list to boot. the staff was very attentive and helpful when trying to pick a drink. i didnt order andy food but the people around me did and it looked really good!
The Glenville Stops,3,unbelievably good food.
Olive Garden,4,great fresh tasting food.
Bon Me,5,"quick service, small portion"
Dick's,5,my goto place
Moe's Southwest Grill,4,"the place offers a vast range of fresh food. i like dining here. employees are always very kind, prices are affordable and the place is always neat."
by CHLOE. - Boston Seaport,5,translated by google very kindoriginalmuy amables
Fin Point Oyster Bar + Grille,5,"wide gamut of sauces helps to curate new dish each time, an enlivening experience."
Woody's Pizza,4,"always great food.the wings are very tasty and you get a lot for a reasonable price.surprisingly, the coleslaw is very good too."
Halftime Pizza,4,"i always like coming here for a lowkey dinner. our last night out here was not the best experience. the food was just not good that night. both of our meals were overcooked. every other time its been fine, could have been an off night in the kitchen? it was quiet for a saturday night, but the bar area was packed.  parking is always a bit tricky here."
Theo's Cozy Corner Restaurant,5,"great place off the beaten path.  one of the few pubs that serve perogis as an appertizier.  really good beer selection, highly recommend!"
Abe & Louie's,4,perfect lunch for tasting wines of the loire valley
PITA Restaurant,5,"like chipotle, but for pizza."
The Gallows,1,nice atmosphere.  lil spendy .
Stromboli's Express,5,lobster rolls are the best
Crispy Dough Pizzeria,4,crowded most of the time but the coffee is great.
sweetgreen,5,this place is amazing! from the burgers up you cant really pick something wrong on the menu.
OAK Long Bar + Kitchen,4,"spring is about to hit, so i had to get to lola42boston in the seaport, with picturesque patio seating by the water before it gets super busy. they have two other locations in nantucket and palm beach, so you know they had the bar raised when it came to standards, and they didnt disappoint.prices reflected the seaport, but quality matters and not every menu item will break the bank. the cocktails were something special, and if that is your forte, you should plan a visit.1l  sugoi sugoi king crab, avocado, cucumber, shiso, ginger, topped with grilled tuna tataki  wasabi tobikosoy sesame sauce1r  maruko marewko avocado  shrimp tempura, topped with spicy tuna  scallionmacaroni and cheese four cheeses topped with toasted breadcrumbshibiscus blueberry margarita altos tequila, blueberry hibiscus, lime, agavelolas rum punch houseinfused caramelized banana rum, coconut rum  dark rum, orange, pineappletuna tartare avocado, crispy wonton, soy citrukorean beef bulgogi egg noodles, chinese broccoli, chilies, crispy garliclobster fried rice carrot, bell peppers, garlic, ginger, snow peas, fresnoconcubine cucumber vodka, sake, passion fruit, lycheecantonese style pork pot sticks ginger scallion dipping sauce"
Ginger Garden,5,"truly a hidden treasure, the food is amazing, the people are great, the is perfect"
Mirchi Nation-Indian Kitchen,5,best lobster roll in the city hands down hot or cold!lines are rough but worth the wait
Johnson's Restaurant and Dairy Bar,5,"had the best birthday cake!! best birthday brunch!!  also, the service is great!"
Pikaichi,5,"translated by google even if i went without a lunch break, there were four seats and people kept coming in. premeal cornbread and butter delicious. the clam chowder bowl is served by four people. the largesized lobster steamed food was unfortunately eaten in moderation, and considerably cheaper in korea. i added an extra seafood platter, but the amount was surprisingly high, leaving some french fries. i think the rice is better for the side of the lobster. overall taste is alright?original   4      .   .     4   .              .          .     .   ?"
The Paramount,3,"the hot pot and service were both fantastic. the restaurant was clean and well appointed, and we had a great waiter. we ended up doing split broth with the kimchi and the tonkotsu, and i was seriously impressed but im also biased because i love kimchi. the meat and vegetables were a great quality, and were absolutely delicious. the only thing i was not a huge fan of was i ordered a green tea, and its served in a glass cup! in and of itself, its not a huge problem, but it does mean you have to wait a while for it all to cool so you can pick up the glass. overall a great place, and ill definitely end up going back!"
Chicked's Chicken & Grill,4,excellent crispy thin crust pizza.
Little Asia Restaurant,4,i was coerced into splitting my bill with strangers at the next table over.  my group was mistakenly given a combined check with the next person over and we were threatened by the owner since we were not willing to split the bill with them.  dont patronize businesses that bully their customers.
Phở Pasteur,4,cool lil spot for a quick dinner
West End Johnnie’s,4,"one the best places around my job , i love it ...the worker are very friendly."
Il Molo,5,"great place for fast food!  the cheese sauce for the fries was very good, not your typical yellow cheese sauce.  their version of the chicago dog had way too much mustard.  shakes and burgers were fantastic.  they offered a gluten burger bun for an up charge."
Beijing Cafe,5,"food very good, not a long time to wait, waiters kind, price not expensive for the quality of food. everything is perfect in this restaurant attractive decorations!"
La Cancun,5,very friendly staff and nice atmosphere. foid was done quick. best idea is the reservation. you can pick you time.
Gourmet Dumpling House,4,it was a typical cheese burger.
Locale,5,very clean restaurant. play area for your kids.
Kiki's Chinese Food,5,"the lamb bowl and chicken tikka was amazing, such a tasty indian restaurant."
Dirty Water Dough Company,5,food is great. especially loved the minestrone soup. however be aware that if you do not order at least one item per person there is an 8 per person splitting fee.
Stefano Sub,5,"pizza is burned see pictures and tastes just okay, nothing special. one of the waitresses woman in late 30s or early 40s just slides the plate on your table, doesnt even stop to place it  shes too busy for that. another waitress doesnt stop to get your order for another beer and prefers to hear it from the distance. weird dynamic here, they act like they are doing you a favor. still trying to figure out if its the amount of cop badges on the walls or the age of this place that contributes to this places reputation, but i wouldnt rate their pizza so highly."
Nico Ristorante,4,good food
Old Tyme Italian Cuisine,5,"i had it for the first time today and it was delicious! i had the thai peanut bowl and hummus. i ordered the falafel salad and they gave me another one that i couldnt eat, so i guess i will be coming back!"
Mangú Dominican Bistro,5,"nice in the summer, but open in the winter too."
Chilacates Amory St,4,the best in north end
Bollywood Grill,5,"terrible place, bad service go north end or cambridge street for similar food."
Suculento Restaurante,4,little slow service. went with mi esposa and her friends. beat them all pretty bad. good time. good music. some of the best beer prices in the city. get the mug!!!!!!!!!
Yellow Door Taqueria,5,kim is amazing
Darryl's Corner Bar & Kitchen,5,food is usually good but i didnt even taste it today due to the terrible customer service. stood at the register for 5 minutes while the girl was on the phone. when she finally got off  of the phone she was talking and laughing with her co worker and still not ringing up my order. i gave back the food and left.
Wollaston's Market,4,"loved the boom burger and fries note this is from the northeastern location . id be happy with that for lunch most anytime. i dont get the service, where 4 orders after mine got their goods before me. when i mentioned it to the counter person, he completely ignored me."
Villa Mexico Cafe,3,translated by google it is an excellent place and very good foodoriginales un excelente lugar y muy buena comida
Pikaichi,3,solid menu and service
Kaze Shabu Shabu,5,"a little closely, but food are delicious"
Yellow Door Taqueria,4,one of the very few spots in the city open 25 hours. so automatic stars for that! food and service are exactly what you would expect from a well run diner.
Boston Market,1,the website says they do delivery in east boston. when you call them.. they ask you where you stay and then they refuse delivery once the information is given. why ask so many questions when youre not going to deliver?
Domino's Pizza,5,"food was flavorful, service was outstanding."
The Salty Pig,4,great bar with awesome 90s references throughout
Exodus Bagels,2,"francos is my new go to lunch place! i cant tell you how much i love this place. the service is impeccable, all the sandwitches are delicious. and they dont just have sub and paninis, they also have delectable pastries and gelato to boot!you owe it to yourself to stop by, have a warm and toasty panini, and enjoy a nice canoli."
Dry Dock Cafe,5,easily top 3 sushi restaurants ive ever been to!
Doña Habana Restaurant,3,its small and its aright sometimes employees are rude here lot the manager is okay im former employee of dunkin donuts i should not say please whole time trying to get something sometimes here sometimes i wonder why i come here....cool area...update clean place but the employees are still rude how the  hell you can take my order but you asking me to go the other cashier like really wow sometimes i wonder why i come here like wow cool locations  opens 24 hrs.....
Domino's Pizza,3,"this little gem of a restaurant is an amazing addition to east boston. it can be easy to miss due to its location, but dont let that keep you from trying their delicious foods. the arepas and crepes are to die for. the chicken was very juicy and perfectly seasoned. the sweet crepes were delightful and a great treat after an appetizing meal. they also have great breakfast options, and whenever i get a chance, i love to stop by before work for good coffee and a palito de queso.  the staff are amazing and super helpful and sweet. i definitely recommend suculento to anyone looking for a exquisite dining experience at a affordable price."
Joe's On Newbury,3,busy! so worth it. get there early.
Amrheins Restaurant,5,"only place for malaysian food in boston but quite disappointing if youve had real malaysian food before. still, not bad compared to some of the other restaurants in the area."
Mei Mei,4,upscale restaurant and bar in the heart of the theater district. good food and drinks.
Jersey Mike's Subs,4,standard airport restaurant. excellent clam chowder
Halfway Cafe,4,"has a free parking lot, which is like finding gold in this city. great place for dinner or drinks.or both! they have plenty of big screen televisions to watch games, without being too overwhelming and distracting from a great dining experience. the bartenders are phenomenal and super outgoing. the food is fantastic."
Sultan's Kitchen,4,calamari was amazing!
Blu,5,"drove an hour into boston and, after spending 45 minutes finding a parking spot, arrived at 830 to see a show scheduled 8  midnight. waited in line til 10. just spent 50 for two hours cause they only had two security lines at the entrance for about 300 people."
Al Dente Ristorante,5,"small place but very comfortable.the food is delicious, wine is good"
Cafe Jaffa,4,excellent food. healthy and a great mission statement
Love Art Sushi,5,translated by google yes the food is goodoriginalsi la comida es buena
Four Winds,5,its a quality dunks.
Tavern Road,5,they at least had take out.
Holly Crab,3,"staff is really friendly, food quality and service time is nice, and kudos to the staff for handling 13 people in such a small place."
99 Restaurants,5,great and real food!!
Supreme Pizza,5,meter parking
Locale,3,"translated by google excellent place to have a drink and watch sports. the day i went, a very good band also played.originalexcelente lugar para tomar algo y ver deportes. el dia que fui tambien toc una banda muy buena."
Supreme House of Pizza,4,its taco bell you get what you ordered
Yankee Lobster,4,"had a really nice wine with the meal. our waiters great, attentive and had the best smiles! the pasta itself was just ok tho, could had more ingredients and flavors to it, but just personal preferences."
Paris Seaport Bar + Creperie,5,"great food and prices! i eat take out all over lynn and for asian style this is my go to. the ladies are so nice which makes a huge difference. they are busy, i usually have to wait around a little bit for pick up orders but i dont mind, the food never disappoints!"
Ginger Exchange - Mission Hill Roxbury,4,"one of my favourite restaurants in boston, and they really improved upon earlier performances recently with my wifes birthday. gave us free champagne and desert for us to celebrate her birthday, and improved on their already friendly service.the food here is indicative of delicious, highend french cuisine. we end up coming to ma maison to celebrate all of our landmark achievements. extensive wine menus for connoisseurs, and a good list of speciality cocktails as well. highly recommend their tuna tartar as an appetizer, bread comes free, lamb shank, and duck dishes. excellent experience overall, and look forward to visiting ma maison again in the future!"
Au Bon Pain,5,omfg cocktails delicious.
Noodle Lab,3,i was just picking up for someone and the food  looks delicious
Fin Point Oyster Bar + Grille,4,got delivery. salad was fresh and tasted pretty good. extremely overpriced. falafel salad did not have much falafel in it. disappointing meal for the price.
Andiamo Restaurant + Bar,2,love the chicken curry!
Texas Roadhouse,5,lovely ambience. food was great!!
La Voile,4,they always get my order right and the service is friendly. not many late night burger joints like tasty burger.
The Meatball Kitchen,5,its ok but overpriced. you can find the same or better quality at north end boston and much cheaper.      .    
Neighborhood Pizza & Pasta House,4,"excellent food. quick service. a bit small to eat inside, so if the weather is nice the best option is the outdoor eating area or take out."
Crave Chinatown,4,this place is great when you are lucky. i hope they can improve their quality control.
Au Bon Pain,2,"clean, spacious, nice staff. the food was typical american italian style at reasonable prices"
Quic Pic BBQ,5,great drinks and crowd!
Wingz & Tingz,2,"theres no way i can give this place 5 stars.  the food was great, my server was great.  the wait and the extremely poor estimate of how long we would be waiting was unacceptable and appears to be the norm.  quoted at 45 minutes for a party of 3...fine.  almost two hours later, theres a mob of 9 hangry people waiting outside, every one of us long past our wait times.  no updates, no snacks to tide us over, no bar service to at least get a drink while we wait.  the overall experience was poor maybe because i was standing outside in the cold the entire time.  im glad i went but have no plans on every going back."
Pastoral ARTisan Pizza + Kitchen + Bar,4,this place is very unprofessional. i ordered online and wrote on the instruction box come up to 2nd floor apt  for the driver. driver gets here and calls me to come down. i explained to him i have a newborn he needs to come up and he said he cant because of security purposes. i told him if he cant come up then forget it. i called the store and some allie girl claiming to be a supervisor said drivers go up at times.she said it really depends. really?!
North Street Grille,5,sunday breakfast buffet is amazing.
Bodega Canal,5,"meet heather, who is the owner, the day we went in. she is amazing!! very friendly and she made my smoothie just the way i like it. will definitely spread the word and wish there was one of these in michigan. thank you for the awesome experience."
Silver Slipper Restaurant,5,great food but definitely a little chaotic.
Boston Chowda Company,3,translated by google feed the burgeroriginal  
Thai Basil,5,love their salads!!!
Spinelli's Pasta And Pastries,5,"beware the huge serving sizes! if youre not a big eater, consider sharing with a friend."
Nicoles,1,"my new most favorite place.my favorite broth is the spicy pork bone and i love all of the fresh veggies, which are all you can eat.the noodles are fresh and get cooked perfectally in the pot.the meats are by they plate but totally affordable and the portions are good.the staff are great.the last few times weve gone its been really busy, but totally worth the wait."
Guira y Tambora,5,cheap no frills place with great food. service could be better
Back Deck,4,best place in boston for a good maeal in a quiet environment...thaz
Good Eats Pizza & Subs,1,"we had an early dinner and loved all of the food we got, the portions were so big the girls couldnt finish.this is a very fast paced place and we can see why the reviews are so good."
Peking Garden,5,"great drinks, food, and view! there is a wide menu selection for drinks and food. we sat outside which is right on the water and perfect for nice weather. the sunset light up the sky so nicely. the chips, salsa, and guac is awesome to start with. the short rib quesadilla is really good and my friends enjoyed the fish tacos. i would come back again!"
The Barking Crab,4,"one of the best steakhouses in the boston bay area. the location is its main thing. go there in the evening and watch the sun go down over the bay and wharfs. listen to the seagulls song. then, head on over and let their great staff treat you with delicious seafood and steaks. the ambiance is amazing and the decor is wonderful. great energy. their drinks are good too!"
BFC: Boston Fried Chicken And Burritos,5,hella overpriced but cute place with really good and unique food
Peach Farm,5,"updated review my original review, written a few months after they opened, was quite positive.  a subsequent visit last night offers a different opinion.   despite the restaurant being nearly empty on a thursday evening, we were seated in a hidden cubby hole on the second floor, invisible to the staff, and basically ignored for 1520 minutes.  at some point, our bored disengaged waitress strolled by to ask what do you want, and returned sometime later with our diet cokes, no straws.  our meals were lackluster in the extreme.  soggy quesadilla sitting in a pool of cold mystery liquid, almost inedible.   and fajitas on a cold plate, no sizzling, no freshness.  limp and likely reheated vegetables alongside cold chicken pieces.  possibly just an off night.  but wed think twice about returning, especially considering how many great options are nearby."
Mirchi Nation-Indian Kitchen,5,typical moes.
Mela Indian Restaurant,5,its ok. ive had better pho before. very small settingarea to dine which isnt ideal
Shed’s BBQ,1,"angelas has great food  particularly guacamole  and really tasty margaritas. both locations are awesome, but the one in orient heights is more spacious."
Eventide Fenway,5,greatest views in boston. attentive service.
Su Su Gourmet,5,"if you like whisky, highly recommended! also a great beer selection and attentive bartenders...ill try the food next time"
Tico Boston,4,food is simply delicious. i am more than likely to sample entire menu. i will recommend family and friends
Hungry Tiger Pizza,3,we ate at the original oyster bar and had great service! the clam chowder was amazing and it was so interesting to eat somewhere with so much history.
D'Guru,5,"translated by google after registering at 2 pm on sunday, i went shopping nearby. people dont have to look at the app directly at the scene to know the waiting status. todays waiting time is more than one hour, and there is a discount. the spicy degree of spicy can not be too hot. every food is good, especially the soup of the old duck pot is so delicious. i should eat it often this winteroriginalapp"
Neighborhood Pizza & Pasta House,1,"this place is good,  i dont think its as good as the harvard square location but the ramen was all delicious and better service here than the other location."
EL DUGOUT,5,"really good tacos, just the right size"
Los Arrieros,3,ok k
UNO Pizzeria & Grill,5,best dunkin in that area!
Sarku Japan,1,"translated by google there was a mouse crawling on to the counter!!!! i went there because it had a high star rating. the tables were empty, but they all had reservations, and they were guided to the bar counter near the back kitchen. ordered lamb and tenderloin and ordered seafood appetizer. while eating the bread i brought, i was waiting for food. suddenly, a dark gray rat climbed up from behind the counter and came to our bread plate. we were so amazed that we screamed and the employees and the restaurant owner ran. we shouted there is a mouse! and the employees were just staring at us. the owner asked aloud, did you leave the backdoor again? we left the restaurant by saying we cannot have dinner here and no one talked to us or said we were sorry. i think these restaurants should be closed by contacting the health department. never go. i dont know what disease you will get.originalthere was a mouse crawling on to the counter!!!!    .           bar counter .  tenderloin  seafood appetizer .                 .        .  there is a mouse!        .   did you leave the backdoor again?   .  we cannot have dinner here           .   health department      .   .    ."
Locale,4,"a bar with some limited table seating. we came especially for the impossible burger that was good and unlike any other vegi burger we ever  had. there is also a small arcade and bowling attached. if you come early, take a walk along the seeport with good views of the boston skyline."
Riceberry,5,excellent food items in a tightly packed space. go early or wait.
Scoozi,4,"you dont come to this starbucks to hang, small cramped often with tourists and homeless people but it is a great location to grab a coffee to go. whether you are coming from the commuter rail or walking back from the gym, the service is fast and efficient."
Solas Irish Pub,5,really good food and cheap alcohol!
Tony C's Sports Bar & Grill - Fenway,4,they aregood
Soul of India,4,one of the best restaurants in boston. great food and friendly service. love this place
Park Square Cafe,5,"had to wait just a little bit, but you know what  it was worth the wait. finally the one mcdonalds who actually got the order correct, no missing food items, hot an fresh the way it should be !!! fyi  warren in the bury  surprise surprise !!!"
Dunkin,5,goto lunch spot. always get the mac and cheese. always.
La Sultana Bakery,5,such great ambiance! excellent food! great find!
La Parrilla Restaurant,4,awful. its like epcot italy. the bathroom is a 300 yard walk from the nearest seat too.
Burger King,3,"great experience the saturday after christmas. terrific service with delicious food. enjoyed the arugula pizza, parmesan fries,fried calamari and chicken tacos."
Bar Louie,5,great food so fresh
South Ocean,5,"my friend in a drunken stupper broke everything she looked at and the nice manager held off the dude who had to clean it up, and it was wicked awesome, 5 stars for not calling the cops thanks"
Dough East Boston,5,i enjoy the customer service at this location. young fun vibes! and as always great coffee  specialty drinks.
Sip Wine Bar and Kitchen,4,"great service, great food."
Mumbai Spice,5,great specials over here. everything has been delicious. prices are decent. portions are huge. ill keep going back.
Crave Chinatown,4,"for those who work at mgh, i can see how harvard gardens would be a regular spot.  but there is really no reason to meet here unless you work within a 5 minute walk away.  its a nice enough place, bustling on a week night, bar pretty much full.  a much older crowd, families, professionals, people in scrubs grabbing a drink with colleagues after work.  one of those places that if its nearby youre tired, you might whisper with resignation, itll do."
Mr. Dooley's Boston,5,"translated by google horrible, the food is reheatedoriginalhorrible, la comida es recalentada"
West End Pizza,5,they serve the best clam chowda and addicted to their new england lobster roll.
Olympic House of Pizza,5,growing on me. three times the charm.adam. says.   hi.
Hsin Hsin Cafe,3,translated by google very good pork rindoriginalmuy buen chicharrn
City Table,4,awful customer service nate he claimed his name was refused to fix my cofee i asked when ordered to have it with extra cookie dough flavor and stir... when i tried it ... it was wrong i asked to please stir and extra flavor which i said when ordering charge extra if need be... he said no and no refund either! and even smiled at me and laughed when i pulled my phone and recorded him he said ill give u money back i said jus make a new one because at this point it was spilling down sindes of cup and he said no and then gave my money back while smiling and antagonizing me... as a daily customer to dunks this was rude and unprofessional! tbeh couldve resolved alot easier just making the coffee again rather then being stubborn i will not be returning to this location and video iis now on youtube ... i have 2 children and 1 job with tons of bills i cant afford to throw away money in a coffee that isnt gonna be drunk because it taste bad
Seoul Restaurant,2,"slow service, but staff are smiling, thats a plus. their smiles you can see even through the mask."
Fin Point Oyster Bar + Grille,5,"love the place, really cool for a fun night out"
Rosa Mexicano,5,great food and drinks. try the loaded fries and the mai tais. midranged prices but their portion sizes are on the small side.
Starbucks,3,"if youre someone that likes a lively scene, bartenders that can makes solid cocktails, and a solid food program  visit capo. during the weekend nights it gets real busy so prepare to possibly wait in line... or to come back later after visiting one of the other bars in the area. also the weekends are a little more up tempo so if you want a more chill environment... head somewhere else.with that said, the staff is always nice to me and any guests i bring. ive never had a bad meal, i appreciate the ambiance, and i tend to have a good time there."
The Q,5,jefferson is the best grill master ever
Al Capone,5,sushi is 12 on the weekends
Espresso Pizza,5,good food
Barracuda Tavern,5,fresh product and excellent service!!!
JP Kitchen,4,nice place to grab a quick pint.  friendly staff
Stephi's on Tremont,2,"excellent food.  fresh, delicious and they serve it beautifully displayed.  i would rate them higher if i could"
Tia's,5,good burgers !!
Legal Sea Foods,5,one of the best shawarma i have had in boston
Boston Tavern,5,amazing food excellent staff
Inna's Kitchen - Boston Public Market,4,we decided to eat here after roaming around historical sites in boston. the restaurant is packed. there are plenty of food selection albeit a little pricey. the view of the harbor is really nice but im used to this back home. the service is also acceptable.
Tremont 647,5,"best in the ink block.  its fortunate that there is a real bar in the ink block that serves things like gasp  beer!  but seriously jerrick  crew will treat you well with great cocktails and did too. swing by, drink up, and have fun."
Mykonos European,3,love the slushies!
Bonchon Allston,5,"really, really high quality cocktails. some of the best in boston.the small plates are really tasty, lots of options and of course great for sharing."
Teranga,4,amazing ginger chicken!
Savvor Restaurant and Lounge,5,steak...i go here for the steaks and the sweat teaand have football in the background
Kantin,4,food was really good and they make a great sangria!
Milano Pizza,2,"great food,great drinks!"
Woody's Pizza,3,great kids place
Amsterdam Falafelshop,3,good food nice atmosphere
Lucca Restaurant,5,the food and service is phenomenal!
Uno Due Go,5,"this review should be 5 stars because the food is really good. however, i couldnt get past the dining experience which is what brought the rating down for me. if you happen to have the unfortunate seating that facs towards the kitchen about half of the seats,  you will be forced to view the glaring interior of the only unisex bathroom each time the neverending parade of people enter and exit as you try to enjoy your meal. it was so distracting and unappetizing  yuk!  the interior of the actual restaurant is rather bland and the bar is in the upstairs dining area so be prepared to have tvs to distract you as well.   i didnt visit the downstairs dining area but it looked dark from what i could see.  i ordered  was served the ricotta stuffed zucchini flowers, which were good.  my bf ordered a ceasar and they forgot to serve. when they removed my appetizer plate he asked about his salad.  they admitted they forgot and eventually brought it late. i had read many reviews about great service and how the manager checked on customers satisfaction,  but not in our case. our server apologized, but there was no attempt to make up for their mistake and our having to eat separately. its a shame because my amatriciana was legit with guanciale not pancetta!  and the seafood was delish."
Burger King,4,some staff members are not kind. some of them talk to each other while making burgers without mask. you know what i mean.
Hana Saki Japanese Steahouse & Sushi Bar,5,"incredibly good wait staff, and a super kitchen. as the vegetarian tagalong in my party, i was informed that the chef would make anything i wished. i was not disappointed in the least."
Lincoln Tavern & Restaurant,4,veterans dinner was not so good this year.
Menton,5,its way more expensive than other taco bell locations. a 5 box costs over 7
B.GOOD,5,"good experience, however seemed like they had a lot of new staff on that day."
Rodey Pizzeria & Pasta,5,i love the baristas!
Newtowne Grille,5,"enjoy the minutes play card,  trust me you wont regret it .. and the pizza is just so good, the best , your welcome"
New York Pizza,3,"it didnt bode well when we walked in and no one even looked at us for several minutes.then when we finally were seated the waitress brought only my boyfriend his drink which was warm, by the way. then we were given no utensils. we had to ask for them. we also had to ask for my soup which was cold and napkins. it was a party atmosphere in the back. and our waitress seated a gaggle of giddy girls by our table.  definitely the worst friendlys experience ever."
Chilli Thai Bistro,4,"had a portion of fries, it was pretty small."
Minerva Indian Cuisine,5,amazing. small but quick service
Halftime Pizza,4,food and staff was great.
